theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,url
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-114,2.2.17-114,4 Points,When do you have to switch on your dipped headlights?,A. During twilight; B. When it is dark; C. When driving through a tunnel,A. During twilight; B. When it is dark; C. When driving through a tunnel,"In poor visibility you must always turn on the low beam. This is always the case during dusk, in darkness or in weather-related poor visibility conditions such as rain, fog or snow. Even if you drive through a tunnel, you must always turn on the low beam.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-114
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-115,2.2.17-115,3 Points,What can be the consequence of wrongly setting the headlamp levelling control?,A. The oncoming traffic may be dazzled by my dipped headlights; B. My car's headlamp range may be too short; C. The life-cycle of the light bulb for the headlights may be reduced,A. The oncoming traffic may be dazzled by my dipped headlights; B. My car's headlamp range may be too short,"If the headlights are set too high, you will dazzle oncoming traffic. If the headlights are set too low, they will barely illuminate the road and you will not have sufficient visibility ahead.
If the headlights are set incorrectly, the lights may not turn off completely.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-115
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-116,2.2.17-116,3 Points,What is the function of your vehicle’s high-beam assist during hours of darkness?,A. - dims the high beam in good time when there is oncoming traffic; B. - activates the high beam when the ambient conditions are suitable; C. - cleans the headlamp for the high beam,A. - dims the high beam in good time when there is oncoming traffic; B. - activates the high beam when the ambient conditions are suitable,"The assistant switches the high beam on and off automatically so that other road users are not dazzled.
The high beam is only switched on automatically if the road is not sufficiently lit.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-116
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-117,2.2.17-117,3 Points,In what situation might your high-beam assist be unable to dim your vehicle’s high beam in good time when encountering oncoming traffic?,A. When driving over a summit; B. When driving around a bend in the road; C. When dazzled by an oncoming vehicle,A. When driving over a summit; B. When driving around a bend in the road,"When crossing a crest and driving through a bend, the high beam assist camera may not be able to recognise oncoming traffic in time. Switch off the high beam manually when you notice it so as not to dazzle oncoming traffic and endanger yourself.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-117
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-118,2.2.17-118,3 Points,The automatic lighting system is activated on your car. What should you anticipate when driving in the lighting conditions shown?,A. The low beam does not turn on automatically; B. I will only be seen very late by the road users behind me; C. The automatic lighting system will switch on my fog lights,A. The low beam does not turn on automatically; B. I will only be seen very late by the road users behind me,"The light and visibility conditions are poor due to the low sun and foggy air. However, the automatic light system does not recognise poor light conditions. Switch on the low beam manually so that following road users can see you better.",images/2_2_17-118.png,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-118
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-202,2.2.17-202,3 Points,Which vehicles must always be marked by their own lights or parking warning plates when parked on the roadway at dusk or in darkness in built-up areas?,A. Trucks and motor caravans with a permissible total mass exceeding 3.5 t; B. Trailers; C. Cars,A. Trucks and motor caravans with a permissible total mass exceeding 3.5 t; B. Trailers,Trucks and recreational vehicles above 3.5 t permissible gross weight and trailers can be parked in town on the road when you're recognizable with a parking warning board or its own light source. Cars do not need this light source.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-202
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-301,2.2.17-301,2 Points,Which vehicles must be equipped with amber reflectors on their sides?,A. Tractors which are longer than 6 m including any mounted implements; B. Trailers and attached working equipment; C. All multiple-track motor vehicles,A. Tractors which are longer than 6 m including any mounted implements; B. Trailers and attached working equipment,"To make the long side more visible, you should on tractors that run on attachment, which are longer than 6 m, attach a yellow reflector. The same applies for trailers have fixed the attached implements.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-301
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-401,2.2.17-401,3 Points,You have finished working in the fields and want to drive home on public roads with your tractor. It is already dusk. What must you do?,A. Switch on the lights even though you can still see well; B. Check lights and clean when necessary; C. Switch on the work lights too so you can be seen more clearly,A. Switch on the lights even though you can still see well; B. Check lights and clean when necessary,Coming soon...,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-401
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-402,2.2.17-402,4 Points,You are driving with main beam lights on in darkness. When do you have to dip your headlights?,A. When a vehicle is oncoming; B. When a vehicle is driving close in front; C. If there are pedestrians in front moving in the same direction,A. When a vehicle is oncoming; B. When a vehicle is driving close in front,"You must not dazzle the oncoming traffic with high beam. So, turn it off immediately if you realize that other vehicles are driving towards you. Pedestrians will not be dazzled by your high beam if they travel in the same direction as you.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-402
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-403,2.2.17-403,3 Points,You are driving with main beam lights on in darkness. When do you have to dip your headlights?,"A. If I am driving on a road with constant, adequate lighting; B. If I am required to wait at a rail crossing and dazzling others; C. If there are pedestrians moving in the same direction in front of me","A. If I am driving on a road with constant, adequate lighting; B. If I am required to wait at a rail crossing and dazzling others","When driving in the dark with high beam, you need to turn it off when approaching oncoming traffic. You are not allowed to drive with high beam on roads that have sufficient lighting throughout. The head lamps of waiting vehicles should not blind others. That's why you have to dip your lights at railroad crossings. If pedestrians precede in the same direction, they are not dazzled by the high beam.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-403
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-404,2.2.17-404,4 Points,"Why must you also drive with dipped headlight during the day when visibility is impaired by fog, rain or falling snow?",A. So that you will be more easily seen by other road users; B. So that you can drive at a higher speed; C. So that you can see traffic signs at greater distances,A. So that you will be more easily seen by other road users,"If visibility is poor during the day, due to weather conditions such as rain, fog or snow, you as the driver must switch on the low beam. The primary concern here is that your vehicle is better seen by other road users. The traffic signs are not better seen from a greater distance.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-404
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-405,2.2.17-405,3 Points,When are you required to drive with dipped headlights or daytime running lights?,A. For every journey; B. Only when driving in built-up areas; C. Only when visibility is poor,A. For every journey,"For your safety and the safety of other people, you should be visible by always having either the dipped headlights or running lights on",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-405
Theme 2.2.,Behaviour In Traffic,2.2.17 Chapter,Lighting,2.2.17-406,2.2.17-406,2 Points,When must attachments have additional lighting systems?,A. - blocks the vehicle's lighting system; B. - projects more than 40 cm laterally beyond the vehicle's front and rear position lamps; C. - projects by more than 1 m beyond the vehicle's retro-reflectors,A. - blocks the vehicle's lighting system; B. - projects more than 40 cm laterally beyond the vehicle's front and rear position lamps; C. - projects by more than 1 m beyond the vehicle's retro-reflectors,That need to cover the lighting equipment of your vehicle attachments are additionally with illuminated. The same applies to the stand out by more than one meter above the reflectors out. And when the implement laterally by more than 40 cm above the Begenzungs- or tail lights of the vehicle protruding.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.17-lighting/2.2.17-406
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-001,2.2.18-001,3 Points,You are driving on the autobahn and there is a traffic jam. What is correct?,"A. Drive up to the queue carefully, maintaining the required safety distance; B. Proceed between the other vehicles; C. Proceed on the hard shoulder","A. Drive up to the queue carefully, maintaining the required safety distance","During a traffic jam, a motorcycle has to behave like a regular car. It cannot drive in between other vehicles or use the hard shoulder.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-001
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-002,2.2.18-002,4 Points,What is allowed on autobahns?,A. Stopping on the hard shoulder in case of a breakdown; B. Driving beside another vehicle in the same lane; C. Leaving the autobahn on a farm track,A. Stopping on the hard shoulder in case of a breakdown,"On the freeway/autobahn, a motorcycle has to behave like a regular car. It can stop on the hard shoulder in case of breakdown. It cannot share a line with another vehicle and cannot leave on a farm track",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-002
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-003,2.2.18-003,2 Points,What is the recommended speed that applies to cars and motorcycles on autobahns?,,130 ,"On motorways cars and motorcycles have to keep an advisory speed limit of 130 km/h. In addition, driving on a freeway is only permitted to vehicles exceeding 60 km/h.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-003
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-006,2.2.18-006,4 Points,You are driving in the left of two lanes and approaching a vehicle that has just started to overtake. What do you do?,"A. Keep an adequate distance behind the vehicle in front; B. Allow the vehicle in front to overtake; C. Close up to the vehicle in front, sound your horn and flash your lights",A. Keep an adequate distance behind the vehicle in front; B. Allow the vehicle in front to overtake,"You allow this vehicle to overtake by maintaining a safety distance. As the vehicle changes from the right, be prepared that its speed is lower than yours despite acceleration. Slow your pace down, if necessary. Never tailgate, honk or flash.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-006
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-007,2.2.18-007,3 Points,You are driving on the autobahn in light traffic. How long are you allowed to stay in the left-hand lane?,"A. As long as is necessary to overtake other vehicles; B. As long as you are driving behind a vehicle which is overtaking in the left-hand lane; C. All the time, provided no other vehicle wants to overtake you",A. As long as is necessary to overtake other vehicles; B. As long as you are driving behind a vehicle which is overtaking in the left-hand lane,"The left lane may generally only be used for the purpose of overtaking. If the preceding vehicle overtakes, it can be assumed that the following car driver will also overtake. Therefore, it is allowed here to use the left lane. In all other cases, you have to drive on the right.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-007
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-009,2.2.18-009,4 Points,What applies on clearways for motor vehicles only?,"A. No U-turns; B. Join the clearway only at crossroads and junctions; C. In darkness, you may drive faster than the range of visibility allowed by dipped headlights",A. No U-turns; B. Join the clearway only at crossroads and junctions,You may only enter at intersections or T-junctions on motorways. Turning on motorways is prohibited. The regulations regarding speed differ from those that apply on the freeway. On highways you must not drive faster than the range of the low beam allows.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-009
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-010,2.2.18-010,3 Points,What top speed must be entered in the vehicle documents to allow the vehicle's use on autobahns?,,60 ,"A highway or freeway was built for high-speed traffic. That's why only vehicles that can reach a speed of more than 60 km/h are allowed to drive here. If you’re not entirely sure if own vehicle can drive that fast, it is noted in the car documents.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-010
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-011,2.2.18-011,4 Points,A traffic jam has formed on a three-lane autobahn. Where must the channel for emergency vehicles be formed?,A. Between the left-hand and the middle lanes; B. Between the middle and right-hand lanes; C. On the hard shoulder,A. Between the left-hand and the middle lanes,"When traffic stops on freeways or on roads outside of built-up areas with at least two lanes in one direction, vehicles must form a free lane for the passage of police and support vehicles. If a road has three lanes into one direction, then the middle is considered to be between the left and the middle lane.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-011
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-012,2.2.18-012,4 Points,You are driving in a merging lane. What should you do?,"A. Drive past to the right of slower-moving vehicles driving on the through-lane and merge in before them; B. Accelerate appropriately, do not pull up if possible, merge while observing the right of way; C. Always drive to the end of the merging lane, pull up there and then enter lane","A. Drive past to the right of slower-moving vehicles driving on the through-lane and merge in before them; B. Accelerate appropriately, do not pull up if possible, merge while observing the right of way","On an acceleration lane it is allowed to drive faster on the right than on the continuous lane. In order to merge, you as a car driver must accelerate adequately and observe the right of way and the safety distance.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-012
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-013,2.2.18-013,4 Points,What must you do now?,A. - as far to the right as possible; B. - as far to the left as possible; C. - in the centre,A. - as far to the right as possible,"You approach the end of a traffic jam on the freeway. Turn on the hazard light. Form an alley in the middle of the lane for the passage of police and helping vehicles: on roads with three lanes for one direction, form an alley between the left and middle lane. Therefore, you have to drive far to the right. This rule applies outside built-up areas and on freeways.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-013
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-014,2.2.18-014,4 Points,What should you do?,A. I continue driving; B. I get in line on the hard shoulder; C. I stop on my lane and wait for a gap,A. I continue driving,"They want to leave the freeway. You can see that traffic is stalling in your intended exit. Since you are not allowed to drive on the hard shoulder and wait on the lane, you behave correctly if you continue driving and use the next exit in order to exit the freeway.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-014
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-015-M,2.2.18-015-M,4 Points,What must you do when a traffic jam forms on this road?,A. - drive as far to the left as possible; B. - drive as far to the right as possible; C. - continuing driving in the centre,A. - drive as far to the left as possible,"Any car driver must cooperate in forming an alley in the middle of the road for the passage of police and support vehicles in case of congestion on freeways and on out-of-town roads with more than one lane. Do not drive on the side strip, this is prohibited.",images/2_2_18-015-M.png,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-015-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-016-M,2.2.18-016-M,4 Points,What is the right course of action now?,A. I warn the driver by sounding my horn and flashing my lights; B. I drive over to the right-side as far as possible; C. I notify the police,A. I warn the driver by sounding my horn and flashing my lights; B. I drive over to the right-side as far as possible; C. I notify the police,"You meet a wrong-way driver on the freeway exit. By driving as far to the right as possible, you can best counteract a collision with the wrong-way driver. Now other road users must be warned of this acute danger. For this reason, you must inform the police.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-016-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-017-M,2.2.18-017-M,3 Points,What should you do now?,A. I accelerate and merge in front of the [truck]; B. I slow down and merge between the [red car] and the [truck]; C. I slow down and merge after the [yellow vehicle],A. I accelerate and merge in front of the [truck],"They have already passed the truck on the acceleration lane on the right-hand side of the freeway. If you continue to accelerate, you can drive onto the main lane before the end of the lane. You should do that.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-017-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-018-M,2.2.18-018-M,3 Points,You want to exit the motorway. What is the right course of action in this situation?,A. I move into the left-hand lane; B. I watch out for oncoming vehicles; C. I continue by driving on the hard shoulder,A. I move into the left-hand lane,"You flash and leave the freeway at the exit. The route to the turn of the exit is used to decelerate. Drive quickly off the highway, then reduce your pace. Drive into the corner at a moderately reduced speed.",images/2_2_18-018-M.png,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-018-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-019,2.2.18-019,4 Points,What must you do if you find yourself in a traffic jam on motorways and on highways with two lanes travelling in the same direction?,A. - drive as far to the right as possible in the right-hand lane; B. - drive as far to the left as possible in the left-hand lane; C. - drive as far to the left as possible in the right-hand lane,A. - drive as far to the right as possible in the right-hand lane; B. - drive as far to the left as possible in the left-hand lane,"If vehicles stand or drive at walking speed on freeways or on roads outside of built-up areas with at least two lanes for one direction, the following applies: You, as a car driver, must participate in forming a free lane between the leftmost and rightmost lane for the passage of police and support vehicles.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-019
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-020,2.2.18-020,3 Points,You are approaching a traffic jam on the motorway. What is the right course of action?,A. I pull carefully up behind the last car in the traffic jam; B. I drive carefully through the emergency corridor; C. I continue driving carefully along the hard shoulder,A. I pull carefully up behind the last car in the traffic jam,Warn following traffic by switching on the hazard warning lights and close up carefully.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-020
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-021-M,2.2.18-021-M,4 Points,What is the right course of action now?,A. I stay in the middle lane; B. I move into the left-hand lane; C. I move into the right-hand lane,A. I stay in the middle lane,"You must stay in the middle lane because there are vehicles in the left and right lanes that you would obstruct.
In the right lane, a motorbike is coming onto the motorway from the slip road. In the left lane is the car that just overtook you.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-021-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-022,2.2.18-022,4 Points,You want to leave the motorway at the next exit. What is the correct course of action in this situation?,A. I observe the traffic behind me; B. I turn on my right-side indicators now; C. I begin now to smoothly brake down to 60 km/h,A. I observe the traffic behind me; B. I turn on my right-side indicators now,"When leaving the motorway, you should set the indicator at least 300 m before the exit.
Always keep a close eye on the traffic behind you when driving on the motorway. Especially when exiting the motorway, make sure that nobody tries to overtake you on the right.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-022
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-023-M,2.2.18-023-M,4 Points,What should you do now?,A. I reduce my speed; B. I accelerate; C. I move into the middle lane,A. I reduce my speed,Reduce your speed and allow the blue car to join the motorway while keeping a safe distance.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-023-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-024-M,2.2.18-024-M,4 Points,What can you expect now?,A. - brake; B. - stay in the middle lane; C. - accelerate,A. - brake; B. - stay in the middle lane,"You should expect the truck in front of you to slow down because the other truck in the right lane is already slowing down and has its hazard lights on. You also have to expect that the truck will stay in the middle lane because it doesn't have enough space to get into the right lane. 
If a dangerous situation is identified on the motorway, the hazard warning lights may be switched on in order to warn all following vehicles in good time. Dangerous situations usually include accidents, traffic jams or slow traffic.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-024-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-101,2.2.18-101,3 Points,Your vehicle has broken down on the autobahn. What must you remember when having it towed away?,"A. You must leave the autobahn at the next exit; B. During towing, both vehicles must have their hazard warning lights switched on; C. You may continue along the autobahn to the exit nearest a suitable garage","A. You must leave the autobahn at the next exit; B. During towing, both vehicles must have their hazard warning lights switched on","When towing on the freeway, the towing vehicle and the towed vehicle must have their hazard lights switched on. It's only allowed to tow on the freeway until the next exit. Then, the freeway must be left.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-101
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-102,2.2.18-102,4 Points,What applies on autobahns?,"A. No stopping on the roadway and hard shoulder; B. No reversing; C. In darkness, under no circumstances drive faster than the range of visibility allowed by dipped headlights",A. No stopping on the roadway and hard shoulder; B. No reversing,"On the freeway you are only allowed to drive forward and only in one given direction. Reversing, turning and stopping is strictly prohibited on the roadway as well as on the side strip.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-102
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-103,2.2.18-103,4 Points,You are driving on the motorway and have missed the exit. What is the right course of action?,"A. I continue driving and leave the motorway at one of the next exits; B. I reverse back on the hard shoulder, because the exit is less than 100 m behind me; C. I stop on the hard shoulder to plan my subsequent route",A. I continue driving and leave the motorway at one of the next exits,Continue until the next exit and leave the freeway there. Now you can drive back to the missed exit on the other side of the freeway. You must not stop or drive backwards.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-103
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-104-M,2.2.18-104-M,4 Points,How can lane changing assist help you in this situation without steering override?,A. - warns of a possible collision with a vehicle in the middle lane; B. - performs a lane change independently; C. - brakes the speed of my vehicle,A. - warns of a possible collision with a vehicle in the middle lane,Lane Change Assist recognises the vehicle in the middle lane as a hazard and warns you not to change to that lane. To change lanes on your own would require steering intervention. Lane Change Assist does not interfere with your speed.,images/2_2_18-104-M.png,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-104-M
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-105,2.2.18-105,3 Points,What is prohibited when using motorways?,A. Stopping on the hard shoulder; B. Reversing; C. Performing U-turns,A. Stopping on the hard shoulder; B. Reversing; C. Performing U-turns,"According to the StVO § 18 motorways and motor drivers:
(7) Turning and reversing are prohibited.
(8) hold, also on the side stripes, is forbidden.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-105
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-207,2.2.18-207,2 Points,What vehicles are subject to the toll on motorways and certain federal highways?,"A. Motor vehicles with a gross vehicle weight rating of at least 7.5 t, intended exclusively for the carriage of goods by road; B. Combination vehicles with a gross vehicle weight rating of at least 7.5 t, intended exclusively for the carriage of goods by road; C. Buses with a gross vehicle weight rating of at least 7.5 t","A. Motor vehicles with a gross vehicle weight rating of at least 7.5 t, intended exclusively for the carriage of goods by road; B. Combination vehicles with a gross vehicle weight rating of at least 7.5 t, intended exclusively for the carriage of goods by road","is correct: motor vehicles with at least 7.5 t permissible total mass, which are intended solely for the carriage of goods. Combinations of vehicles with at least 7.5 t permissible total mass.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-207
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-208,2.2.18-208,3 Points,Who can be held responsible if the toll charge is not paid?,A. The driver; B. The holder; C. The shipping agent,A. The driver; B. The holder,Not only the driver but also the holder are responsible. The shipper is not responsible.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-208
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-209,2.2.18-209,3 Points,The gross vehicle weight rating of your towing vehicle amounts to 6.5 t; the gross vehicle weight rating of your trailer is 5.5 t. Is this combination vehicle liable to the toll if used on a motorway?,"A. Yes, if the combination vehicle is intended exclusively for the carriage of goods by road; B. Always, because the combination vehicle exceeds the gross combination weight rating of 7.5 t; C. No, because the towing vehicle does not exceed the gross vehicle weight rating of 7.5 t","A. Yes, if the combination vehicle is intended exclusively for the carriage of goods by road","If your tractor t a maximum authorized mass of 6.5 and your trailer has 5.5 t, you may distribute the highway only sail if you entrichtest the toll for your vehicle combination is intended exclusively for freight. These are Toll Roads.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-209
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-210,2.2.18-210,3 Points,The gross vehicle weight rating of your truck amounts to 5.5 t; the gross vehicle weight rating of your trailer is 2.0 t. Is this combination vehicle liable to the toll if used for road haulage on a motorway?,A. Yes; B. No,A. Yes,"Since your total mass of a total of 7.5 is your truck (freight) t, including trailer (vehicle combination) is payable on the highway a toll.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-210
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-211,2.2.18-211,2 Points,A user charge must be paid on motorways for motor vehicles or combination vehicles intended or used exclusively for the carriage of goods by road. From what gross vehicle weight rating does this apply?,,"7,5 ",The toll is t from a maximum mass of 7.5 to be paid.,,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-211
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-212,2.2.18-212,2 Points,"Your truck has a gross vehicle weight rating of 6.5 t, and you would like to use it on the motorway for road haulage. What is true regarding the toll terminal registration?",A. - do not have to register; B. - have to enter the number of axles; C. - have to enter the pollutant class (emissions class),A. - do not have to register,"Your trucks with a gross vehicle weight of 6.5 t for freight has no log-on to make, since the total mass is less than 7.5 t.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-212
Theme 2.2.,Behaviour In Traffic,2.2.18 Chapter,Motorways And Motorways,2.2.18-213,2.2.18-213,2 Points,"Your truck is equipped with an on-board unit (OBU). What information must be reviewed, and adapted as necessary, prior to travelling on a toll route?",A. The number of axles; B. The emissions class; C. The gross vehicle weight rating,A. The number of axles,"Before you befährst a Toll route your OBU (toll collection device), you should enter the number of axles and adapt if necessary.",,https://www.clickclickdrive.de/fragenkatalog/en/2.2.-behaviour-in-traffic/2.2.18-motorways-and-motorways/2.2.18-213
