theme_number,theme_name,chapter_number,chapter_name,question_id,question_number,points,question_text,options,correct_answers,comment,image_paths,video_paths,url
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-014-M,2.1.07-014-M,4 Punkte,Womit sollten Sie in dieser Situation rechnen?,A. Der Fahrer des [roten] Fahrzeugs übersieht mich; B. Der [grüne] Lkw wendet; C. Der Traktor befährt die Straße,A. Der Fahrer des [roten] Fahrzeugs übersieht mich,Aufgrund des abbiegenden Lkws könnte der Transporter Sie übersehen. Seien Sie bremsbereit.,images/2_1_07-014-M.png,videos/2_1_07-014-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-014-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-015-M,2.1.07-015-M,5 Punkte,Warum sollten Sie hier die Geschwindigkeit weiter verringern?,A. Weil der [rote] Pkw auf meinen Fahrstreifen ausweichen könnte; B. Weil weitere Personen die Fahrbahn betreten könnten; C. Weil [der blaue Pkw] weiterfahren könnte,A. Weil der [rote] Pkw auf meinen Fahrstreifen ausweichen könnte; B. Weil weitere Personen die Fahrbahn betreten könnten,"Es unwahrscheinlich, dass der auf der linken Spur haltende Pkw weiterfährt, da er eine Panne zu haben scheint. Selbst wenn, würde es dich nicht beeinträchtigen. Da sich aber eine Person auf der Fahrbahn befindet ist hier besondere Vorsicht geboten. Es ist ebenfalls möglich, dass noch weitere Personen aus dem Fahrzeug aussteigen und auf die Fahrbahn laufen.

Eventuell wird der stehende Pkw durch den Busch verdeckt oder es wurde kein Warndreieck aufgestellt. Der nachfolgende Pkw könnte also zu spät erkennen, dass das Fahrzeug vor ihm stehen geblieben ist. Du solltest deshalb vorausschauend fahren und damit rechnen, dass der hintere Pkw auf deinen Fahrstreifen ausweicht.",images/2_1_07-015-M.png,videos/2_1_07-015-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-015-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-016-M,2.1.07-016-M,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich verringere meine Geschwindigkeit; B. Ich fahre auf meinem Fahrstreifen möglichst weit rechts; C. Ich fahre auf meinem Fahrstreifen möglichst weit links,A. Ich verringere meine Geschwindigkeit; B. Ich fahre auf meinem Fahrstreifen möglichst weit rechts,Der Liegenbleiber blockiert den Fahrstreifen des anderen Fahrzeugs und schränkt deine Sicht ein. Du solltest die Geschwindigkeit reduzieren und möglichst weit rechts in deinem Fahrstreiben fahren.,images/2_1_07-016-M.png,videos/2_1_07-016-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-016-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-017,2.1.07-017,5 Punkte,Warum sollten Sie hier weiter verzögern?,A. Weil das rote Fahrzeug auf meinen Fahrstreifen ausweichen könnte; B. Weil weitere Personen die Fahrbahn betreten könnten; C. Weil mein Fahrzeug sonst von der Fahrbahn abkommen könnte,A. Weil das rote Fahrzeug auf meinen Fahrstreifen ausweichen könnte; B. Weil weitere Personen die Fahrbahn betreten könnten,"Auf dem linken Fahrstreifen hat ein Pkw eine Panne und ist liegen geblieben. Vor dem Fahrzeug steht eine Person. Weitere Fahrzeuginsassen könnten den Pkw verlassen und die Fahrbahn betreten. Das herannahende Fahrzeug auf der Gegenspur könnte auf die eigene Fahrspur ausweichen, um das liegen gebliebene Fahrzeug zu überholen und an dem Hindernis vorbeizufahren. Eine Verzögerung würde die Gefährlichkeit der Situation verringern.",images/2_1_07-017.png,videos/2_1_07-017.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-017
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-018,2.1.07-018,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich bremse weiter ab; B. Ich wechsle auf den linken Fahrstreifen; C. Ich fahre gleichmäßig weiter,A. Ich bremse weiter ab,"Da sich ein Auto hinter dir befindet, welches auf der Spur der Straßenbahn fährt und der Fahrradfahrer von rechts auf die Straße zu fahren scheint, bremse bitte weiter ab.",images/2_1_07-018.png,videos/2_1_07-018.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-018
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-019-M,2.1.07-019-M,5 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich verringere meine Geschwindigkeit; B. Ich fahre äußerst rechts; C. Ich blinke rechts,A. Ich verringere meine Geschwindigkeit; B. Ich fahre äußerst rechts,"Der Motorradfahrer nähert sich dir mit hoher Geschwindigkeit. Er könnte dich überholen, obwohl der blaue Lkw schon sehr nah ist. Fahre möglichst weit rechts, um den Abstand zur Gegenfahrbahn zu vergrößern und verringere deine Geschwindigkeit, damit der Motorradfahrer den Überholvorgang rechtzeitig und sicher abschließen kann.",images/2_1_07-019-M.png,videos/2_1_07-019-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-019-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-020,2.1.07-020,4 Punkte,Wie sollten Sie sich jetzt verhalten?,A. Ich fahre so weit wie möglich nach rechts; B. Ich bremse; C. Ich wechsle auf den linken Fahrstreifen,A. Ich fahre so weit wie möglich nach rechts; B. Ich bremse,"Der gelbe Pkw kommt Ihnen als Falschfahrer auf der Autobahn entgegen. Fahren Sie so weit wie möglich nach rechts und bremsen Sie. Um andere Verkehrsteilnehmer zu warnen, schalten Sie das Warnblinklicht an.",images/2_1_07-020.png,videos/2_1_07-020.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-020
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-021-M,2.1.07-021-M,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich halte hinter dem Taxi; B. Ich wechsle auf den linken Fahrstreifen; C. Ich hupe mehrfach,A. Ich halte hinter dem Taxi,"Da der Verkehr auf der linken Linie hinter Ihnen liegt, sollten Sie langsamer werden und hinter dem Taxi anhalten und warten, bis der Verkehr auf der linken Seite vorbei ist, bevor Sie das Taxi überholen.",images/2_1_07-021-M.png,videos/2_1_07-021-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-021-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-022-M,2.1.07-022-M,3 Punkte,Wie verhalten Sie sich in dieser Situation richtig?,A. - die Geschwindigkeit weiter verringern; B. - bremsbereit sein; C. - eine Gefahrbremsung durchführen,A. - die Geschwindigkeit weiter verringern; B. - bremsbereit sein,"Tiere auf der Fahrbahn sind unberechenbar. Du solltest deine Geschwindigkeit weiter verringern und die Situation aufmerksam verfolgen.Für den Fall, dass die Tiere über die Fahrbahn rennen, solltest du bremsbereit sein.
Eine Gefahrenbremsung könnte zu einem Auffahrunfall führen, wenn das Fahrzeug hinter dir nicht schnell genug reagieren kann.",images/2_1_07-022-M.png,videos/2_1_07-022-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-022-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-023-M,2.1.07-023-M,4 Punkte,Warum sollten Sie jetzt die Geschwindigkeit verringern?,A. Wegen des Tieres; B. Wegen des [roten Pkws]; C. Wegen der Geschwindigkeitsbeschränkung,A. Wegen des Tieres,"Auch wenn du die hier zulässige Höchstgeschwindigkeit von 60 km/h einhältst, rennt ein Tier unmittelbar vor dir auf die Straße. Um einen Unfall zu vermeiden, musst du deine Geschwindigkeit reduzieren. Der entgegenkommende Pkw beeinträchtigt dich in deiner Fahrweise nicht.",images/2_1_07-023-M.png,videos/2_1_07-023-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-023-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-024-M,2.1.07-024-M,3 Punkte,Was müssen Sie in dieser Situation beachten?,A. Der Fahrer des [gelben Pkws] könnte mich übersehen; B. Es besteht eine erhöhte Sturzgefahr durch Rollsplitt auf der Fahrbahn; C. Ich muss dem [roten Pkw] Vorfahrt gewähren,A. Der Fahrer des [gelben Pkws] könnte mich übersehen; B. Es besteht eine erhöhte Sturzgefahr durch Rollsplitt auf der Fahrbahn,"Der Fahrer des gelben Pkws möchte links abbiegen. Möglicherweise übersieht er dich hinter dem Traktor. Rechne damit und sei bremsbereit.
Außerdem solltest du darauf achten möglichst nicht auf dem Rollsplitt zu fahren, denn Rollsplitt erhöht die Rutschgefahr auf der Fahrbahn.",images/2_1_07-024-M.png,videos/2_1_07-024-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-024-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-025-M,2.1.07-025-M,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich bremse stark ab; B. Ich verzichte auf meine Vorfahrt; C. Ich fahre unverändert weiter,A. Ich bremse stark ab; B. Ich verzichte auf meine Vorfahrt,"Da der blaue PKW voraussichtlich ohne Beachtung der Vorfahrtsregeln die Straße befahren wir, musst du stark abbremsen und auf deine Vorfahrt verzichten.",images/2_1_07-025-M.png,videos/2_1_07-025-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-025-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-026-M,2.1.07-026-M,3 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich verringere meine Geschwindigkeit weiter; B. Ich ermögliche dem Traktor das Einscheren; C. Ich wechsle auf den linken Fahrstreifen,A. Ich verringere meine Geschwindigkeit weiter; B. Ich ermögliche dem Traktor das Einscheren,"Der Traktor signalisiert durch Blinken, dass er wieder auf den Fahrstreifen wechseln möchte. Daher solltest du deine Geschwindigkeit verringern und dem Traktor das Einscheren ermöglichen kannst.",images/2_1_07-026-M.png,videos/2_1_07-026-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-026-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-027-M,2.1.07-027-M,4 Punkte,Was ist in dieser Situation richtig?,A. Ich muss nötigenfalls anhalten; B. Ich muss vorsorglich nach rechts auf das Feld ausweichen; C. Ich habe Vorrang gegenüber dem Traktor,A. Ich muss nötigenfalls anhalten,"Auf der engen Landstraße ist es möglich, dass du und der Traktor nicht ohne weiteres aneinander vorbeikommt. Stelle dich darauf ein, anzuhalten und den Traktor vorbeizulassen.",images/2_1_07-027-M.png,videos/2_1_07-027-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-027-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-028-M,2.1.07-028-M,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich vergrößere den Abstand zum vorausfahrenden [Pkw]; B. Ich fahre mit erhöhter Aufmerksamkeit weiter; C. Ich überhole [den vorausfahrenden Pkw] mit großem Seitenabstand,A. Ich vergrößere den Abstand zum vorausfahrenden [Pkw]; B. Ich fahre mit erhöhter Aufmerksamkeit weiter,"Der gelbe Pkw fällt durch eine ungewöhnliche Fahrweise auf. Möglicherweise ist er abgelenkt oder alkoholisiert.
Die abrupten Brems- und Lenkmanöver des vorausfahrenden Pkws sind gefährlich. Achte darauf, wie er weiterfährt, vergrößere den Abstand und sei bremsbereit.",images/2_1_07-028-M.png,videos/2_1_07-028-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-028-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-029,2.1.07-029,4 Punkte,Was müssen Sie beim Befahren von schmalen Alleen beachten?,A. - kann ich Kurven häufig schlecht einsehen; B. - muss ich besonders defensiv fahren; C. - bin ich vor Eisglätte geschützt,A. - kann ich Kurven häufig schlecht einsehen; B. - muss ich besonders defensiv fahren,"Die Sicht in Alleen ist eingeschränkter als auf offenem Feld und erfordert deshalb eine angepasste Fahrweise.
In Kurven könnte deine Sicht auf die Fahrbahn nach der Kurve eingeschränkt sein. Deshalb siehst du Hindernisse möglicherweise erst sehr spät.",,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-029
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-030-M,2.1.07-030-M,4 Punkte,Wie verhalten Sie sich jetzt richtig?,A. Ich halte hinter dem Taxi an; B. Ich wechsle auf den linken Fahrstreifen; C. Ich fahre vorsichtig rechts an dem Taxi vorbei,A. Ich halte hinter dem Taxi an,"Es gibt in dieser Situation keine andere Option für dich, als hinter dem Taxi anzuhalten. Denn du darfst nicht rechts neben dem Taxi vorbeifahren, da es sich hier um einen Gehweg handelt. Auf einem Gehweg ist das Fahren generell verboten.
Auch auf die linke Spur wechseln kannst du nicht, denn neben dir befindet sich ein Motorrad, solltest du die Spur wechseln riskierst du eine Kollision.",images/2_1_07-030-M.png,videos/2_1_07-030-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-030-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-031,2.1.07-031,3 Punkte,Sie nehmen an einer Gruppenfahrt mit mehreren Motorrädern teil. Wie verhalten Sie sich richtig?,A. Ich behalte meine Position in der Gruppe bei; B. Ich achte auf ausreichenden Sicherheitsabstand zum vorausfahrenden Motorrad; C. Ich fahre immer so schnell wie das vorausfahrende Motorrad,A. Ich behalte meine Position in der Gruppe bei; B. Ich achte auf ausreichenden Sicherheitsabstand zum vorausfahrenden Motorrad,"Deine Position in der Gruppe sollte vor der Gruppenfahrt festgelegt werden und sollte sich während der Fahrt nicht ändern, um einen ständigen Positionswechsel zu vermeiden. Du solltest immer auf den nötigen Sicherheitsabstand zum Motorrad vor dir achten.
So werden mögliche Gefahrensituationen mit anderen Motorrädern oder dem Gegenverkehr verhindert außerdem kannst du rechtzeitig auf Gefahren oder plötzliche Geschwindigkeitsänderungen reagieren.",,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-031
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-101,2.1.07-101,3 Punkte,"Wann kann ein schnell fahrender Pkw auf trockener, gerader Straße seitwärts ausbrechen?",A. Wenn er plötzlich von starkem Seitenwind erfasst wird; B. Wenn ein Reifen platzt; C. Wenn plötzlich Gegenwind auftritt,A. Wenn er plötzlich von starkem Seitenwind erfasst wird; B. Wenn ein Reifen platzt,"Ein Fahrzeug auf gerader, trockener Straße kann bei starkem Seitenwind oder einem geplatzten Reifen seitlich ausbrechen. Nehmen Sie in diesem Fall sofort das Gas weg, lenken Sie gegen und bremsen Sie vorsichtig ab.",,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-101
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-102,2.1.07-102,3 Punkte,Was erleichtert das Fahren im Kolonnenverkehr?,A. Das Beobachten der Kolonne durch die Scheiben der Vorausfahrenden; B. Leicht versetztes Fahren im eigenen Fahrstreifen; C. Fahren mit ständig eingeschaltetem Warnblinklicht,A. Das Beobachten der Kolonne durch die Scheiben der Vorausfahrenden; B. Leicht versetztes Fahren im eigenen Fahrstreifen,Leicht versetztes Fahren ermöglicht ein Beobachten der vorausfahrenden Fahrzeuge. So können Sie an dem Vordermann vorbei oder durch dessen Scheiben die Verkehrssituation einsehen und können schneller auf plötzlich auftretende Ereignisse reagieren. Das Fahren mit Warnblinklicht in der Kolonne ist grundsätzlich verboten.,,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-102
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-105,2.1.07-105,3 Punkte,Was müssen Sie nach einem Wildunfall (z. B. mit einem Reh) tun?,"A. Anhalten, Warnblinkanlage einschalten und Unfallstelle absichern; B. Polizei oder das nächste Forstamt unterrichten; C. Ohne anzuhalten weiterfahren","A. Anhalten, Warnblinkanlage einschalten und Unfallstelle absichern; B. Polizei oder das nächste Forstamt unterrichten","Nach einem Wildunfall müssen Sie anhalten, Ihre Warnblinkanlage einschalten und die Unfallstelle absichern. Außerdem müssen Sie die Polizei oder das nächste Forstamt über den Unfall unterrichten. Fassen Sie wegen Tollwutgefahr unter keinen Umständen das Wild mit bloßen Händen an!",,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-105
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-106,2.1.07-106,4 Punkte,Bei schneller Autobahnfahrt platzt ein Reifen an Ihrem Pkw. Wie verhalten Sie sich?,"A. Gas wegnehmen, wenn nötig gegenlenken und vorsichtig abbremsen; B. Möglichst auf dem Seitenstreifen anhalten, Warnblinklicht einschalten und Warndreieck aufstellen; C. Sofort Vollbremsung durchführen, anschließend auf den Seitenstreifen wechseln","A. Gas wegnehmen, wenn nötig gegenlenken und vorsichtig abbremsen; B. Möglichst auf dem Seitenstreifen anhalten, Warnblinklicht einschalten und Warndreieck aufstellen","Vermeiden Sie eine Vollbremsung auf der Autobahn und lenken Sie stattdessen gegen und bremsen sanft ab, um Ihr Fahrzeug so zu stabilisieren. Bringen Sie wenn möglich Ihr Fahrzeug auf dem Standstreifen zum Stehen. Schalten Sie Ihre Warnblinkanlage an und stellen Sie Ihr Warndreieck auf, um nachfolgende Fahrzeuge zu warnen.",,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-106
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-109,2.1.07-109,3 Punkte,Sie erhöhen Ihre Geschwindigkeit von 50 km/h auf 100 km/h. Wie verändert sich der Bremsweg entsprechend der Faustformel?,A. Er vervierfacht sich von 25 m auf 100 m; B. Er verdoppelt sich von 15 m auf 30 m; C. Er halbiert sich von 50 m auf 25 m,A. Er vervierfacht sich von 25 m auf 100 m,"Nach der Faustformel vervierfacht sich der Bremsweg, wenn sich die Geschwindigkeit verdoppelt. Bei 40 km/h sind es beispielsweise 16 Meter und bei 80 km/h 64 Meter.",,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-109
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-110,2.1.07-110,3 Punkte,Beim Verlassen einer Ortschaft erhöhen ein ca. 15 m vorausfahrendes Fahrzeug und Sie die Geschwindigkeit von 50 km/h auf 100 km/h. Wie sollten Sie Ihren Sicherheitsabstand gegenüber dem Vorausfahrenden ändern?,A. - auf mindestens 50 m erhöhen; B. - unverändert beibehalten; C. - auf mindestens 25 m erhöhen,A. - auf mindestens 50 m erhöhen,"Halten Sie außerhalb geschlossener Ortschaften einen Sicherheitsabstand zum vorausfahrenden Kfz ein, der mindestens der Hälfte der gefahrenen Geschwindigkeit in Metern entspricht. Bei 100 km/h sollte der Sicherheitsabstand also mindestens 50 Meter betragen.",,,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-110
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-111,2.1.07-111,5 Punkte,Warum müssen Sie in dieser Situation bremsbereit sein?,A. Weil das andere Fahrzeug weiterfahren könnte; B. Weil der Straßenverlauf dies erfordert; C. Weil eine Geschwindigkeitsbegrenzung erkennbar ist,A. Weil das andere Fahrzeug weiterfahren könnte,"Sie sehen, dass ein Fahrzeug von rechts auf die Fahrbahn auffahren will. Da es aus einem Feld- oder Waldweg kommt, haben Sie Vorfahrt. Durch den Baumbewuchs ist eventuell die Sicht für den/die Kfz-FahrerIn eingeschränkt. Es ist möglich, dass er/sie trotz Wartepflicht weiterfährt. Aus diesem Grund müssen Sie bremsbereit sein, bis Sie eindeutig erkennen, dass er/sie anhält.",images/2_1_07-111.png,videos/2_1_07-111.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-111
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-112,2.1.07-112,5 Punkte,Warum sollten Sie jetzt Ihre Geschwindigkeit verringern?,A. Weil ich für andere Verkehrsteilnehmer schlecht zu sehen bin; B. Weil der Straßenverlauf dies erfordert; C. Weil ich Vorfahrt gewähren muss,A. Weil ich für andere Verkehrsteilnehmer schlecht zu sehen bin,"Grundsätzlich haben Sie Vorfahrt, da Sie sich auf einer Vorfahrtsstraße befinden. Zur Abwendung einer gefährlichen Situation sollten Sie hier dennoch die Geschwindigkeit verringern und bremsbereit sein, da der/die Kfz-FahrerIn des von rechts kommenden Pkw Sie möglicherweise zu spät erkennen oder komplett übersehen könnte. Durch die Bäume am Fahrbahnrand ist seine/ihre Sicht deutlich eingeschränkt.",images/2_1_07-112.png,videos/2_1_07-112.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-112
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-113-M,2.1.07-113-M,5 Punkte,Wie verhalten Sie sich in dieser Situation richtig?,A. Ich verzögere; B. Ich beschleunige; C. Ich fahre gleichmäßig weiter,A. Ich verzögere,"Da sich die linke Fahrspur verengt und das Fahrzeug links neben dir auf dieser befindet und nach rechts muss, solltest du hier verzögern.",images/2_1_07-113-M.png,videos/2_1_07-113-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-113-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-114-M,2.1.07-114-M,5 Punkte,Womit sollten Sie in dieser Situation rechnen?,A. - Motorradfahrer abbremst; B. - Traktor weiterfährt; C. - Traktor wartet,A. - Motorradfahrer abbremst; B. - Traktor weiterfährt,"Obgleich Sie sich auf der Vorfahrtsstraße befinden, müssen Sie jederzeit damit rechnen, dass gefährliche Situationen entstehen. So könnte der Traktorfahrer, der sich Ihrer Straße an einer Einmündung nähert, seiner Wartepflicht nicht nachkommen und das vor Ihnen fahrende Fahrzeug zum Bremsen zwingen. Durch eine vorausschauende Fahrweise können Sie potenziell gefährliche Situationen entschärfen.",images/2_1_07-114-M.png,videos/2_1_07-114-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-114-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-115,2.1.07-115,5 Punkte,Wie verhalten Sie sich in dieser Situation richtig?,"A. Ich behalte die Geschwindigkeit bei und fahre unverändert weiter; B. Ich beschleunige, um einen ausreichenden Sicherheitsabstand herzustellen; C. Ich bremse kurz, damit der nachfolgende Fahrer seine Geschwindigkeit reduziert",A. Ich behalte die Geschwindigkeit bei und fahre unverändert weiter,In dieser Situation solltest du die Geschwindigkeit beibehalten und unverändert weiter fahren.,images/2_1_07-115.png,videos/2_1_07-115.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-115
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-116,2.1.07-116,5 Punkte,Wie müssen Sie sich verhalten?,A. Ich bremse sofort stark ab; B. Ich weiche nicht aus; C. Ich weiche nach links aus,A. Ich bremse sofort stark ab; B. Ich weiche nicht aus,"Da du nicht sehen kannst, was sich vor dir befindet, bremse sofort stark ab, aber weiche nicht aus.",images/2_1_07-116.png,videos/2_1_07-116.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-116
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-117-M,2.1.07-117-M,3 Punkte,Worauf müssen Sie beim Einbiegen nach rechts achten?,A. Auf das Motorrad; B. Auf von links kommende Fahrzeuge; C. Auf [den Traktor],A. Auf das Motorrad; B. Auf von links kommende Fahrzeuge,"Allen Kfz-FahrerInnen, die auf der Vorfahrtsstraße fahren, müssen Sie Vorfahrt gewähren. Das Motorrad ist auf dem Fahrstreifen unterwegs, in den Sie nach rechts einbiegen wollen. Bevor Sie nach rechts in die Vorfahrtstraße einbiegen, müssen Sie warten und das Motorrad durchfahren lassen.",images/2_1_07-117-M.png,videos/2_1_07-117-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-117-M
Thema 2.1.,Gefahrenlehre,2.1.07 Kapitel,Besondere Verkehrssituationen,2.1.07-118-M,2.1.07-118-M,3 Punkte,Sie möchten auf der Vorfahrtstraße bleiben. Womit müssen Sie jetzt rechnen?,A. Dass der [rote Pkw] mich übersieht; B. Dass die Kinder die Fahrbahn überqueren; C. Dass der Transporter der Vorfahrtstraße weiter folgt,A. Dass der [rote Pkw] mich übersieht; B. Dass die Kinder die Fahrbahn überqueren,"In dieser Situation ist es wahrscheinlich, dass das schwarze Auto Sie nicht auf Ihrem Motorrad gesehen hat. Die Kinder weiter hinten auf der Straße werden wahrscheinlich die Straße überqueren. Der rote Lieferwagen fährt nicht mehr auf der Vorfahrtstraße weiter und biegt, wie durch seine Blinker angezeigt, nach rechts ab.",images/2_1_07-118-M.png,videos/2_1_07-118-M.mp4,https://www.clickclickdrive.de/fragenkatalog/2.1.-gefahrenlehre/2.1.07-besondere-verkehrssituationen/2.1.07-118-M
